"","id","round","trial","x","y","z","chosen"
"1",1,1,0,0,6,19.6630764848838,49
"2",1,1,1,5,6,15.2218351628568,54
"3",1,1,2,0,0,19.8082548656903,1
"4",1,1,3,1,1,14.2640825068311,10
"5",1,1,4,1,1,14.2640825068311,10
"6",1,1,5,7,0,23.3312668249762,8
"7",1,1,6,6,2,29.903450568444,23
"8",1,1,7,4,6,20.6023064239836,53
"9",1,1,8,6,5,20.3580861349327,47
"10",1,1,9,3,3,22.6916845842512,28
"11",1,1,10,7,3,16.7505015374513,32
"12",1,1,11,7,3,16.7505015374513,32
"13",1,1,12,0,7,24.9110063107517,57
"14",1,1,13,6,6,15.5576581841265,55
"15",1,1,14,5,0,34.1190528941939,6
"16",1,1,15,0,4,17.0895032573988,33
"17",1,1,16,2,1,22.0621439411645,11
"18",1,1,17,4,6,20.6023064239836,53
"19",1,1,18,3,2,28.0639179309309,20
"20",1,1,19,2,2,30.7904555330397,19
"21",1,1,20,7,4,14.8510250971557,40
"22",1,1,21,5,1,23.2470682644097,14
"23",1,1,22,1,6,18.9662183480823,50
"24",1,1,23,5,5,6.43701887608048,46
"25",1,1,24,4,6,20.6023064239836,53
"26",1,1,25,0,7,24.9110063107517,57
"27",1,2,0,7,2,28.4070761839612,24
"28",1,2,1,1,0,29.459508744052,2
"29",1,2,2,1,0,29.459508744052,2
"30",1,2,3,6,7,21.443125645981,63
"31",1,2,4,1,0,29.459508744052,2
"32",1,2,5,4,7,11.1598006920378,61
"33",1,2,6,7,4,41,40
"34",1,2,7,2,6,24.6904832253806,51
"35",1,2,8,7,6,22.8473655161994,56
"36",1,2,9,1,4,29.794491840598,34
"37",1,2,10,7,3,33.7977031049757,32
"38",1,2,11,1,0,29.459508744052,2
"39",1,2,12,5,5,27.7599297935772,46
"40",1,2,13,5,0,24.870388230665,6
"41",1,2,14,1,3,32.9985983203411,26
"42",1,2,15,7,4,41,40
"43",1,2,16,0,3,20.7116655772109,25
"44",1,2,17,6,4,34.424575887952,39
"45",1,2,18,4,4,30.3158083604393,37
"46",1,2,19,7,7,25.5998118604991,64
"47",1,2,20,4,4,30.3158083604393,37
"48",1,2,21,3,5,22.3528845661223,44
"49",1,2,22,7,5,37.8701037541979,48
"50",1,2,23,0,6,23.0554877051107,49
"51",1,2,24,4,1,26.7608583918678,13
"52",1,2,25,0,6,23.0554877051107,49
"53",1,3,0,5,0,18.9516246540529,6
"54",1,3,1,7,3,32.4126263733654,32
"55",1,3,2,7,2,35.5718052720009,24
"56",1,3,3,6,2,36.6763245403632,23
"57",1,3,4,2,4,32.6088358222825,35
"58",1,3,5,3,7,23.3972534382651,60
"59",1,3,6,2,0,14.1195591837783,3
"60",1,3,7,5,2,12.8331186544278,22
"61",1,3,8,6,4,21.1323093864274,39
"62",1,3,9,7,3,32.4126263733654,32
"63",1,3,10,3,1,24.6003228375824,12
"64",1,3,11,0,1,23.1476822161521,9
"65",1,3,12,5,6,27.3751403448194,54
"66",1,3,13,4,1,15.454632778305,13
"67",1,3,14,1,5,35.0389447646539,42
"68",1,3,15,1,6,18.9420634570685,50
"69",1,3,16,4,6,33.8711158619048,53
"70",1,3,17,5,5,23.222367437428,46
"71",1,3,18,3,5,42.5773026847014,44
"72",1,3,19,0,4,39.662493629527,33
"73",1,3,20,2,6,20.1740235442162,51
"74",1,3,21,7,4,23.4831474604255,40
"75",1,3,22,3,4,35.4214117774015,36
"76",1,3,23,3,4,35.4214117774015,36
"77",1,3,24,0,0,32.0605132442286,1
"78",1,3,25,4,6,33.8711158619048,53
"79",1,4,0,1,0,21.9134806362472,2
"80",1,4,1,7,6,35.3308702374009,56
"81",1,4,2,4,0,19.2328626474513,5
"82",1,4,3,7,6,35.3308702374009,56
"83",1,4,4,7,0,13.926648424438,8
"84",1,4,5,0,1,23.2425705919225,9
"85",1,4,6,1,3,15.9208026993742,26
"86",1,4,7,5,7,41.7260263623994,62
"87",1,4,8,5,6,37.3565098976192,54
"88",1,4,9,1,6,30.9459316087831,50
"89",1,4,10,6,7,36.0331364375181,63
"90",1,4,11,5,7,41.7260263623994,62
"91",1,4,12,5,7,41.7260263623994,62
"92",1,4,13,6,3,22.4639303263144,31
"93",1,4,14,2,7,17.5840932035298,59
"94",1,4,15,2,5,33.2054235718514,43
"95",1,4,16,5,7,41.7260263623994,62
"96",1,4,17,5,5,37.6755901251975,46
"97",1,4,18,4,7,39.2566953677783,61
"98",1,4,19,0,6,27.6766128403122,49
"99",1,4,20,2,0,18.8419101594924,3
"100",1,4,21,6,5,30.0537314311998,47
"101",1,4,22,4,4,38.0840506956284,37
"102",1,4,23,6,0,11.9707357032706,7
"103",1,4,24,7,0,13.926648424438,8
"104",1,4,25,5,5,37.6755901251975,46
"105",1,5,0,2,7,28.3163087135933,59
"106",1,5,1,5,7,20.2869076601658,62
"107",1,5,2,7,4,28.1749558205891,40
"108",1,5,3,5,2,5,22
"109",1,5,4,6,4,32.3240441072034,39
"110",1,5,5,5,0,23.8011771457825,6
"111",1,5,6,1,2,34.0957299301677,18
"112",1,5,7,4,0,23.4987731599285,5
"113",1,5,8,3,0,13.409565045668,4
"114",1,5,9,6,5,22.3772411287774,47
"115",1,5,10,0,7,18.4279372529209,57
"116",1,5,11,7,4,28.1749558205891,40
"117",1,5,12,5,2,5,22
"118",1,5,13,1,2,34.0957299301677,18
"119",1,5,14,2,4,17.7917506046625,35
"120",1,5,15,1,7,23.8569042138018,58
"121",1,5,16,3,3,30.8072708560344,28
"122",1,5,17,4,2,12.1028867438685,21
"123",1,5,18,7,4,28.1749558205891,40
"124",1,5,19,3,3,30.8072708560344,28
"125",1,5,20,0,4,14.0410711253723,33
"126",1,5,21,6,2,8.09324970637286,23
"127",1,5,22,2,5,23.5863326248477,43
"128",1,5,23,5,2,5,22
"129",1,5,24,6,6,21.5430909878289,55
"130",1,5,25,3,7,31.4600847472074,60
"131",1,6,0,1,5,25.6665512974056,42
"132",1,6,1,7,7,21.2522179101028,64
"133",1,6,2,4,1,25.1627970672204,13
"134",1,6,3,2,0,36.2183926491206,3
"135",1,6,4,3,0,35.6258302274907,4
"136",1,6,5,0,5,33.6789071444455,41
"137",1,6,6,7,2,26.1432253826456,24
"138",1,6,7,2,0,36.2183926491206,3
"139",1,6,8,0,3,21.0601580747013,25
"140",1,6,9,4,2,18.0003757761664,21
"141",1,6,10,6,7,12.3082960744567,63
"142",1,6,11,5,6,28.5392954458041,54
"143",1,6,12,3,3,31.6001402509689,28
"144",1,6,13,5,4,8.93075911105796,38
"145",1,6,14,0,0,22.4656042888738,1
"146",1,6,15,3,1,31.2400745130163,12
"147",1,6,16,1,0,22.9550185388036,2
"148",1,6,17,1,0,22.9550185388036,2
"149",1,6,18,2,5,29.2777706592458,43
"150",1,6,19,2,1,28.806354790327,11
"151",1,6,20,1,7,28.9045012656425,58
"152",1,6,21,7,7,21.2522179101028,64
"153",1,6,22,3,6,31.0674039471717,52
"154",1,6,23,2,5,29.2777706592458,43
"155",1,6,24,3,5,32.4296603352053,44
"156",1,6,25,3,0,35.6258302274907,4
"157",1,7,0,3,3,18.6256990673,28
"158",1,7,1,6,4,12.6500975502747,39
"159",1,7,2,3,7,18.6677427352195,60
"160",1,7,3,3,1,20.4662846287275,12
"161",1,7,4,3,0,19.1512211887406,4
"162",1,7,5,7,3,31.7019408252393,32
"163",1,7,6,3,4,23.0737654393438,36
"164",1,7,7,7,4,16.210843910839,40
"165",1,7,8,5,5,32.7892861629734,46
"166",1,7,9,6,1,20.1882945997392,15
"167",1,7,10,5,6,40,54
