"","id","round","trial","x","y","z","chosen"
"1",1,1,0,3,4,5.90077602047641,36
"2",1,1,1,7,2,30.6543370282827,24
"3",1,1,2,2,3,25.1313665091312,27
"4",1,1,3,6,3,16.9452092706409,31
"5",1,1,4,5,1,23.2470682644097,14
"6",1,1,5,5,0,34.1190528941939,6
"7",1,1,6,7,5,23.5676110314663,48
"8",1,1,7,2,3,25.1313665091312,27
"9",1,1,8,4,5,7.26160303412473,45
"10",1,1,9,5,0,34.1190528941939,6
"11",1,1,10,0,1,9.87381399236103,9
"12",1,1,11,3,4,5.90077602047641,36
"13",1,1,12,5,3,22.7524966422457,30
"14",1,1,13,4,0,32.3309900863276,5
"15",1,1,14,3,5,8.90162378943926,44
"16",1,1,15,4,6,20.6023064239836,53
"17",1,1,16,0,1,9.87381399236103,9
"18",1,1,17,6,5,20.3580861349327,47
"19",1,1,18,6,0,34.8773502279151,7
"20",1,1,19,4,6,20.6023064239836,53
"21",1,1,20,2,2,30.7904555330397,19
"22",1,1,21,0,5,19.0222532887611,41
"23",1,1,22,2,0,21.543475554096,3
"24",1,1,23,7,2,30.6543370282827,24
"25",1,1,24,1,7,19.9422196885766,58
"26",1,1,25,7,3,16.7505015374513,32
"27",1,2,0,4,3,23.2313881192391,29
"28",1,2,1,6,0,19.7863288518199,7
"29",1,2,2,7,6,22.8473655161994,56
"30",1,2,3,1,5,25.0647558004326,42
"31",1,2,4,7,4,41,40
"32",1,2,5,2,4,24.439400093729,35
"33",1,2,6,0,5,28.6252684869777,41
"34",1,2,7,1,1,28.889768696924,10
"35",1,2,8,2,6,24.6904832253806,51
"36",1,2,9,0,5,28.6252684869777,41
"37",1,2,10,3,3,13.6798473563228,28
"38",1,2,11,2,5,18.4495172359368,43
"39",1,2,12,7,4,41,40
"40",1,2,13,5,5,27.7599297935772,46
"41",1,2,14,4,1,26.7608583918678,13
"42",1,2,15,5,3,29.6562144747916,30
"43",1,2,16,0,7,18.3481247207495,57
"44",1,2,17,0,0,14.1161855501221,1
"45",1,2,18,4,7,11.1598006920378,61
"46",1,2,19,6,3,28.0144485161872,31
"47",1,2,20,7,6,22.8473655161994,56
"48",1,2,21,1,5,25.0647558004326,42
"49",1,2,22,0,7,18.3481247207495,57
"50",1,2,23,1,6,19.6808631133258,50
"51",1,2,24,0,2,22.1029052818574,17
"52",1,2,25,6,3,28.0144485161872,31
"53",1,3,0,1,3,35.4675643278537,26
"54",1,3,1,1,3,35.4675643278537,26
"55",1,3,2,3,6,29.1767047758578,52
"56",1,3,3,0,7,32.3239316486054,57
"57",1,3,4,4,2,11.185327502454,21
"58",1,3,5,4,4,30.4000748183139,37
"59",1,3,6,6,4,21.1323093864274,39
"60",1,3,7,0,5,34.9352636953585,41
"61",1,3,8,0,7,32.3239316486054,57
"62",1,3,9,1,2,36.3128451917505,18
"63",1,3,10,7,3,32.4126263733654,32
"64",1,3,11,6,3,31.5648232620972,31
"65",1,3,12,7,5,22.2033173687824,48
"66",1,3,13,0,3,45,25
"67",1,3,14,1,4,33.5225544254371,34
"68",1,3,15,4,0,13.094962415036,5
"69",1,3,16,6,7,26.132865825723,63
"70",1,3,17,2,5,39.6064020285897,43
"71",1,3,18,4,1,15.454632778305,13
"72",1,3,19,1,0,21.5873797699056,2
"73",1,3,20,6,0,7.17416481304224,7
"74",1,3,21,6,0,7.17416481304224,7
"75",1,3,22,7,7,36.1658444886056,64
"76",1,3,23,2,0,14.1195591837783,3
"77",1,3,24,3,5,42.5773026847014,44
"78",1,3,25,4,7,30.0076049872617,61
"79",1,4,0,4,0,19.2328626474513,5
"80",1,4,1,3,4,38.3694049850745,36
"81",1,4,2,4,6,43,53
"82",1,4,3,5,2,19.2405669989195,22
"83",1,4,4,3,5,35.3855948055951,44
"84",1,4,5,7,1,14.9691039541384,16
"85",1,4,6,4,4,38.0840506956284,37
"86",1,4,7,2,4,33.3821668370633,35
"87",1,4,8,4,5,39.2863790577439,45
"88",1,4,9,4,1,13.6429392924956,13
"89",1,4,10,2,2,19.2939394537643,19
"90",1,4,11,5,0,23.4766569618538,6
"91",1,4,12,0,3,16.316902126907,25
"92",1,4,13,7,2,11.5594084960553,24
"93",1,4,14,7,3,19.1041114170798,32
"94",1,4,15,5,0,23.4766569618538,6
"95",1,4,16,6,4,24.9428279851308,39
"96",1,4,17,7,3,19.1041114170798,32
"97",1,4,18,5,7,41.7260263623994,62
"98",1,4,19,6,4,24.9428279851308,39
"99",1,4,20,0,0,28.2187981544902,1
"100",1,4,21,5,2,19.2405669989195,22
"101",1,4,22,4,7,39.2566953677783,61
"102",1,4,23,4,3,39.2635514160712,29
"103",1,4,24,5,2,19.2405669989195,22
"104",1,4,25,3,4,38.3694049850745,36
"105",1,5,0,7,0,24.8130259118087,8
"106",1,5,1,6,3,25.1629095958545,31
"107",1,5,2,5,3,23.9518622078464,30
"108",1,5,3,3,7,31.4600847472074,60
"109",1,5,4,0,4,14.0410711253723,33
"110",1,5,5,3,4,13.9103966960433,36
"111",1,5,6,4,6,24.4570395473453,53
"112",1,5,7,6,6,21.5430909878289,55
"113",1,5,8,5,4,31.6902545240552,38
"114",1,5,9,7,2,21.6901304195713,24
"115",1,5,10,0,5,11.6134911342467,41
"116",1,5,11,2,6,26.36146910859,51
"117",1,5,12,7,0,24.8130259118087,8
"118",1,5,13,2,2,31.7097580426109,19
"119",1,5,14,5,3,23.9518622078464,30
"120",1,5,15,2,1,26.9651360559186,11
"121",1,5,16,0,4,14.0410711253723,33
"122",1,5,17,0,6,12.2781426018856,49
"123",1,5,18,7,2,21.6901304195713,24
"124",1,5,19,3,2,29.0963830923712,20
"125",1,5,20,2,5,23.5863326248477,43
"126",1,5,21,5,5,29.5806894650582,46
"127",1,5,22,0,0,31.2783454495444,1
"128",1,5,23,5,4,31.6902545240552,38
"129",1,5,24,6,1,8.06644376139253,15
"130",1,5,25,7,6,35.7437540097018,56
"131",1,6,0,2,5,29.2777706592458,43
"132",1,6,1,3,1,31.2400745130163,12
"133",1,6,2,4,1,25.1627970672204,13
"134",1,6,3,2,0,36.2183926491206,3
"135",1,6,4,7,4,10.7533512604058,40
"136",1,6,5,3,3,31.6001402509689,28
"137",1,6,6,4,0,29.1875640320729,5
"138",1,6,7,5,4,8.93075911105796,38
"139",1,6,8,2,2,30.9770285152833,19
"140",1,6,9,5,3,16.1474816692648,30
"141",1,6,10,6,3,10.5434668078647,31
"142",1,6,11,0,0,22.4656042888738,1
"143",1,6,12,4,4,22.7839488098595,37
"144",1,6,13,5,5,14.8878027661132,46
"145",1,6,14,0,6,34.1506389158728,49
"146",1,6,15,5,1,22.0835283278166,14
"147",1,6,16,7,1,38.5673144248841,16
"148",1,6,17,3,4,31.5018194373547,36
"149",1,6,18,0,7,33.2073549544683,57
"150",1,6,19,4,1,25.1627970672204,13
"151",1,6,20,6,4,5,39
"152",1,6,21,7,3,14.4295582465301,32
"153",1,6,22,2,0,36.2183926491206,3
"154",1,6,23,5,6,28.5392954458041,54
"155",1,6,24,1,0,22.9550185388036,2
