"","id","age","condition","round","trial","x","y","z"
"1",1,7,1,1,0,3,4,5.90077602047641
"2",1,7,1,1,1,7,2,30.6543370282827
"3",1,7,1,1,2,2,3,25.1313665091312
"4",1,7,1,1,3,6,3,16.9452092706409
"5",1,7,1,1,4,5,1,23.2470682644097
"6",1,7,1,1,5,5,0,34.1190528941939
"7",1,7,1,1,6,7,5,23.5676110314663
"8",1,7,1,1,7,2,3,25.1313665091312
"9",1,7,1,1,8,4,5,7.26160303412473
"10",1,7,1,1,9,5,0,34.1190528941939
"11",1,7,1,1,10,0,1,9.87381399236103
"12",1,7,1,1,11,3,4,5.90077602047641
"13",1,7,1,1,12,5,3,22.7524966422457
"14",1,7,1,1,13,4,0,32.3309900863276
"15",1,7,1,1,14,3,5,8.90162378943926
"16",1,7,1,1,15,4,6,20.6023064239836
"17",1,7,1,1,16,0,1,9.87381399236103
"18",1,7,1,1,17,6,5,20.3580861349327
"19",1,7,1,1,18,6,0,34.8773502279151
"20",1,7,1,1,19,4,6,20.6023064239836
"21",1,7,1,1,20,2,2,30.7904555330397
"22",1,7,1,1,21,0,5,19.0222532887611
"23",1,7,1,1,22,2,0,21.543475554096
"24",1,7,1,1,23,7,2,30.6543370282827
"25",1,7,1,1,24,1,7,19.9422196885766
"26",1,7,1,1,25,7,3,16.7505015374513
"27",1,7,1,2,0,4,3,23.2313881192391
"28",1,7,1,2,1,6,0,19.7863288518199
"29",1,7,1,2,2,7,6,22.8473655161994
"30",1,7,1,2,3,1,5,25.0647558004326
"31",1,7,1,2,4,7,4,41
"32",1,7,1,2,5,2,4,24.439400093729
"33",1,7,1,2,6,0,5,28.6252684869777
"34",1,7,1,2,7,1,1,28.889768696924
"35",1,7,1,2,8,2,6,24.6904832253806
"36",1,7,1,2,9,0,5,28.6252684869777
"37",1,7,1,2,10,3,3,13.6798473563228
"38",1,7,1,2,11,2,5,18.4495172359368
"39",1,7,1,2,12,7,4,41
"40",1,7,1,2,13,5,5,27.7599297935772
"41",1,7,1,2,14,4,1,26.7608583918678
"42",1,7,1,2,15,5,3,29.6562144747916
"43",1,7,1,2,16,0,7,18.3481247207495
"44",1,7,1,2,17,0,0,14.1161855501221
"45",1,7,1,2,18,4,7,11.1598006920378
"46",1,7,1,2,19,6,3,28.0144485161872
"47",1,7,1,2,20,7,6,22.8473655161994
"48",1,7,1,2,21,1,5,25.0647558004326
"49",1,7,1,2,22,0,7,18.3481247207495
"50",1,7,1,2,23,1,6,19.6808631133258
"51",1,7,1,2,24,0,2,22.1029052818574
"52",1,7,1,2,25,6,3,28.0144485161872
"53",1,7,1,3,0,1,3,35.4675643278537
"54",1,7,1,3,1,1,3,35.4675643278537
"55",1,7,1,3,2,3,6,29.1767047758578
"56",1,7,1,3,3,0,7,32.3239316486054
"57",1,7,1,3,4,4,2,11.185327502454
"58",1,7,1,3,5,4,4,30.4000748183139
"59",1,7,1,3,6,6,4,21.1323093864274
"60",1,7,1,3,7,0,5,34.9352636953585
"61",1,7,1,3,8,0,7,32.3239316486054
"62",1,7,1,3,9,1,2,36.3128451917505
"63",1,7,1,3,10,7,3,32.4126263733654
"64",1,7,1,3,11,6,3,31.5648232620972
"65",1,7,1,3,12,7,5,22.2033173687824
"66",1,7,1,3,13,0,3,45
"67",1,7,1,3,14,1,4,33.5225544254371
"68",1,7,1,3,15,4,0,13.094962415036
"69",1,7,1,3,16,6,7,26.132865825723
"70",1,7,1,3,17,2,5,39.6064020285897
"71",1,7,1,3,18,4,1,15.454632778305
"72",1,7,1,3,19,1,0,21.5873797699056
"73",1,7,1,3,20,6,0,7.17416481304224
"74",1,7,1,3,21,6,0,7.17416481304224
"75",1,7,1,3,22,7,7,36.1658444886056
"76",1,7,1,3,23,2,0,14.1195591837783
"77",1,7,1,3,24,3,5,42.5773026847014
"78",1,7,1,3,25,4,7,30.0076049872617
"79",1,7,1,4,0,4,0,19.2328626474513
"80",1,7,1,4,1,3,4,38.3694049850745
"81",1,7,1,4,2,4,6,43
"82",1,7,1,4,3,5,2,19.2405669989195
"83",1,7,1,4,4,3,5,35.3855948055951
"84",1,7,1,4,5,7,1,14.9691039541384
"85",1,7,1,4,6,4,4,38.0840506956284
"86",1,7,1,4,7,2,4,33.3821668370633
"87",1,7,1,4,8,4,5,39.2863790577439
"88",1,7,1,4,9,4,1,13.6429392924956
"89",1,7,1,4,10,2,2,19.2939394537643
"90",1,7,1,4,11,5,0,23.4766569618538
"91",1,7,1,4,12,0,3,16.316902126907
"92",1,7,1,4,13,7,2,11.5594084960553
"93",1,7,1,4,14,7,3,19.1041114170798
"94",1,7,1,4,15,5,0,23.4766569618538
"95",1,7,1,4,16,6,4,24.9428279851308
"96",1,7,1,4,17,7,3,19.1041114170798
"97",1,7,1,4,18,5,7,41.7260263623994
"98",1,7,1,4,19,6,4,24.9428279851308
"99",1,7,1,4,20,0,0,28.2187981544902
"100",1,7,1,4,21,5,2,19.2405669989195
"101",1,7,1,4,22,4,7,39.2566953677783
"102",1,7,1,4,23,4,3,39.2635514160712
"103",1,7,1,4,24,5,2,19.2405669989195
"104",1,7,1,4,25,3,4,38.3694049850745
"105",1,7,1,5,0,7,0,24.8130259118087
"106",1,7,1,5,1,6,3,25.1629095958545
"107",1,7,1,5,2,5,3,23.9518622078464
"108",1,7,1,5,3,3,7,31.4600847472074
"109",1,7,1,5,4,0,4,14.0410711253723
"110",1,7,1,5,5,3,4,13.9103966960433
"111",1,7,1,5,6,4,6,24.4570395473453
"112",1,7,1,5,7,6,6,21.5430909878289
"113",1,7,1,5,8,5,4,31.6902545240552
"114",1,7,1,5,9,7,2,21.6901304195713
"115",1,7,1,5,10,0,5,11.6134911342467
"116",1,7,1,5,11,2,6,26.36146910859
"117",1,7,1,5,12,7,0,24.8130259118087
"118",1,7,1,5,13,2,2,31.7097580426109
"119",1,7,1,5,14,5,3,23.9518622078464
"120",1,7,1,5,15,2,1,26.9651360559186
"121",1,7,1,5,16,0,4,14.0410711253723
"122",1,7,1,5,17,0,6,12.2781426018856
"123",1,7,1,5,18,7,2,21.6901304195713
"124",1,7,1,5,19,3,2,29.0963830923712
"125",1,7,1,5,20,2,5,23.5863326248477
"126",1,7,1,5,21,5,5,29.5806894650582
"127",1,7,1,5,22,0,0,31.2783454495444
"128",1,7,1,5,23,5,4,31.6902545240552
"129",1,7,1,5,24,6,1,8.06644376139253
"130",1,7,1,5,25,7,6,35.7437540097018
"131",1,7,1,6,0,2,5,29.2777706592458
"132",1,7,1,6,1,3,1,31.2400745130163
"133",1,7,1,6,2,4,1,25.1627970672204
"134",1,7,1,6,3,2,0,36.2183926491206
"135",1,7,1,6,4,7,4,10.7533512604058
"136",1,7,1,6,5,3,3,31.6001402509689
"137",1,7,1,6,6,4,0,29.1875640320729
"138",1,7,1,6,7,5,4,8.93075911105796
"139",1,7,1,6,8,2,2,30.9770285152833
"140",1,7,1,6,9,5,3,16.1474816692648
"141",1,7,1,6,10,6,3,10.5434668078647
"142",1,7,1,6,11,0,0,22.4656042888738
"143",1,7,1,6,12,4,4,22.7839488098595
"144",1,7,1,6,13,5,5,14.8878027661132
"145",1,7,1,6,14,0,6,34.1506389158728
"146",1,7,1,6,15,5,1,22.0835283278166
"147",1,7,1,6,16,7,1,38.5673144248841
"148",1,7,1,6,17,3,4,31.5018194373547
"149",1,7,1,6,18,0,7,33.2073549544683
"150",1,7,1,6,19,4,1,25.1627970672204
"151",1,7,1,6,20,6,4,5
"152",1,7,1,6,21,7,3,14.4295582465301
"153",1,7,1,6,22,2,0,36.2183926491206
"154",1,7,1,6,23,5,6,28.5392954458041
"155",1,7,1,6,24,1,0,22.9550185388036
"156",1,7,1,6,25,7,3,14.4295582465301
"157",1,7,1,7,0,1,7,22.7373781795792
"158",1,7,1,7,1,0,4,17.1299147137803
"159",1,7,1,7,2,7,6,10.0191895617432
"160",1,7,1,7,3,3,1,20.4662846287275
"161",1,7,1,7,4,5,5,32.7892861629734
"162",1,7,1,7,5,7,7,10.869307161899
"163",1,7,1,7,6,4,1,17.490487824806
"164",1,7,1,7,7,1,0,14.4516911694774
"165",1,7,1,7,8,3,4,23.0737654393438
"166",1,7,1,7,9,1,0,14.4516911694774
"167",1,7,1,7,10,4,2,15.574593099236
"168",1,7,1,7,11,2,5,22.0674827982156
"169",1,7,1,7,12,7,2,19.2455455474946
"170",1,7,1,7,13,6,1,20.1882945997392
"171",1,7,1,7,14,5,4,12.7846415757795
"172",1,7,1,7,15,5,0,21.6816821330979
"173",1,7,1,7,16,7,2,19.2455455474946
"174",1,7,1,7,17,2,1,28.7911206599773
"175",1,7,1,7,18,3,1,20.4662846287275
"176",1,7,1,7,19,4,1,17.490487824806
"177",1,7,1,7,20,1,7,22.7373781795792
"178",1,7,1,7,21,0,0,12.2858923545566
"179",1,7,1,7,22,0,6,11.5714756354858
"180",1,7,1,7,23,3,7,18.6677427352195
"181",1,7,1,7,24,7,7,10.869307161899
"182",1,7,1,7,25,7,6,10.0191895617432
"183",1,7,1,8,0,1,3,27.2499022009783
"184",1,7,1,8,1,2,2,37.9165270329684
"185",1,7,1,8,2,0,4,22.6071312256041
"186",1,7,1,8,3,4,6,12.1725306489182
"187",1,7,1,8,4,0,0,32.8806127908035
"188",1,7,1,8,5,4,6,12.1725306489182
"189",1,7,1,8,6,0,5,26.7230828444466
"190",1,7,1,8,7,3,3,21.1643835545228
"191",1,7,1,8,8,4,3,26.3980306234189
"192",1,7,1,8,9,2,3,22.117737088834
"193",1,7,1,8,10,2,2,37.9165270329684
"194",1,7,1,8,11,7,4,25.9615256412983
"195",1,7,1,8,12,6,5,11.6490233081376
"196",1,7,1,8,13,4,2,26.3634792624082
"197",1,7,1,8,14,7,2,24.6384403536169
"198",1,7,1,8,15,3,6,20.646739577041
"199",1,7,1,8,16,5,4,19.5392660264248
"200",1,7,1,8,17,3,5,30.0516035841634
"201",1,7,1,8,18,4,2,26.3634792624082
"202",1,7,1,8,19,0,4,22.6071312256041
"203",1,7,1,8,20,1,4,21.6178867135161
"204",1,7,1,8,21,6,1,18.3842135719816
"205",1,7,1,8,22,1,5,27.7522025501719
"206",1,7,1,8,23,0,1,38.0647533665625
"207",1,7,1,8,24,5,5,9.38765212084725
"208",1,7,1,8,25,1,2,35.4609675742825
"209",2,10,0,1,0,5,2,7.52380063674619
"210",2,10,0,1,1,3,7,34.2888681555036
"211",2,10,0,1,2,4,6,27.0803184104743
"212",2,10,0,1,3,7,4,20.5469964522221
"213",2,10,0,1,4,5,6,26.0397529663582
"214",2,10,0,1,5,5,2,7.52380063674619
"215",2,10,0,1,6,0,5,26.6415473201443
"216",2,10,0,1,7,3,2,5
"217",2,10,0,1,8,2,4,15.3209821996377
"218",2,10,0,1,9,1,4,17.3580950247709
"219",2,10,0,1,10,4,6,27.0803184104743
"220",2,10,0,1,11,6,3,13.2144674638626
"221",2,10,0,1,12,7,6,27.2333840679552
"222",2,10,0,1,13,7,5,24.2087350348883
"223",2,10,0,1,14,1,6,33.3774609089354
"224",2,10,0,1,15,2,6,31.8296929778515
"225",2,10,0,1,16,3,7,34.2888681555036
"226",2,10,0,1,17,7,0,6.57158814195815
"227",2,10,0,1,18,3,5,21.7337261903249
"228",2,10,0,1,19,3,4,13.6115471732279
"229",2,10,0,1,20,0,6,32.8081397424503
"230",2,10,0,1,21,3,7,34.2888681555036
"231",2,10,0,1,22,5,5,20.486904680319
"232",2,10,0,1,23,1,7,37
"233",2,10,0,1,24,0,4,18.6766401730351
"234",2,10,0,1,25,1,1,7.90463834994222
"235",2,10,0,2,0,6,6,10.6944873605137
"236",2,10,0,2,1,1,7,24.5343880404909
"237",2,10,0,2,2,1,4,17.9808096147244
"238",2,10,0,2,3,6,1,21.7157667928808
"239",2,10,0,2,4,4,2,24.3094731970726
"240",2,10,0,2,5,7,2,18.8691613869125
"241",2,10,0,2,6,3,3,20.7194736844756
"242",2,10,0,2,7,1,2,24.2823765554778
"243",2,10,0,2,8,4,4,18.7330469599752
"244",2,10,0,2,9,3,2,23.9718993054756
"245",2,10,0,2,10,7,0,14.1650480930868
"246",2,10,0,2,11,1,1,30.884576523898
"247",2,10,0,2,12,1,2,24.2823765554778
"248",2,10,0,2,13,6,7,5.14226402414731
"249",2,10,0,2,14,7,7,6.72739129693427
"250",2,10,0,2,15,6,3,21.7630295810041
"251",2,10,0,2,16,0,1,33.4777390317194
"252",2,10,0,2,17,1,5,19.5524240204004
"253",2,10,0,2,18,5,5,15.3209905168726
"254",2,10,0,2,19,3,2,23.9718993054756
"255",2,10,0,2,20,5,6,10.6077982152344
"256",2,10,0,2,21,4,0,27.3559279372742
"257",2,10,0,2,22,5,3,22.2839985265939
"258",2,10,0,2,23,2,2,23.7858649559596
"259",2,10,0,2,24,7,4,18.2443189552345
"260",2,10,0,2,25,0,5,21.7270027784928
"261",2,10,0,3,0,4,1,34.0355381692404
"262",2,10,0,3,1,7,7,19.3341113035753
"263",2,10,0,3,2,3,7,9.32429662457457
"264",2,10,0,3,3,4,6,14.9618113964165
"265",2,10,0,3,4,2,0,34.4360491196661
"266",2,10,0,3,5,1,7,5
"267",2,10,0,3,6,6,5,21.0046976155294
"268",2,10,0,3,7,1,6,6.03853540754704
"269",2,10,0,3,8,4,0,37
